kategori,pertanyaan
about_Catopril,"['apa', 'efek', 'samping', 'yang', 'sering', 'muncul', 'telah', 'guna', 'captopril']"
about_Catopril,"['efek', 'samping', 'apa', 'yang', 'sering', 'kait', 'dengan', 'guna', 'captopril']"
about_Catopril,"['apa', 'efek', 'samping', 'yang', 'paling', 'umum', 'jadi', 'akibat', 'guna', 'captopril']"
about_Catopril,"['apakah', 'ada', 'risiko', 'efek', 'samping', 'yang', 'umum', 'saat', 'konsumsi', 'captopril']"
about_Catopril,"['efek', 'samping', 'apa', 'yang', 'sering', 'jadi', 'telah', 'guna', 'captopril']"
about_Catopril,"['apa', 'yang', 'perlu', 'tahu', 'tentang', 'efek', 'samping', 'yang', 'umum', 'kait', 'dengan', 'captopril']"
about_Catopril,"['apakah', 'efek', 'samping', 'yang', 'umum', 'dapat', 'atas', 'atau', 'baik', 'dengan', 'waktu', 'saat', 'guna', 'captopril']"
about_Catopril,"['apa', 'efek', 'samping', 'yang', 'biasa', 'muncul', 'telah', 'minum', 'captopril']"
about_Catopril,"['bagaimana', 'cara', 'kelola', 'atau', 'kurang', 'efek', 'samping', 'yang', 'umum', 'jadi', 'akibat', 'guna', 'captopril']"
about_Catopril,"['apakah', 'ada', 'efek', 'samping', 'yang', 'biasa', 'ringan', 'atau', 'sementara', 'akibat', 'guna', 'captopril']"
about_Catopril,"['efek', 'samping', 'apa', 'saja', 'yang', 'umum', 'jadi', 'pada', 'guna', 'captopril']"
about_Catopril,"['apakah', 'efek', 'samping', 'yang', 'umum', 'jadi', 'dapat', 'atas', 'dengan', 'guna', 'captopril']"
about_Catopril,"['apa', 'yang', 'perlu', 'perhati', 'kait', 'efek', 'samping', 'yang', 'sering', 'jadi', 'saat', 'guna', 'captopril']"
about_Catopril,"['bagaimana', 'cara', 'kurang', 'atau', 'cegah', 'efek', 'samping', 'yang', 'umum', 'jadi', 'akibat', 'guna', 'captopril']"
about_Catopril,"['apakah', 'ada', 'efek', 'samping', 'yang', 'umum', 'kait', 'dengan', 'dosis', 'atau', 'durasi', 'guna', 'captopril']"
about_Catopril,"['efek', 'samping', 'apa', 'yang', 'biasa', 'muncul', 'dalam', 'beberapa', 'jam', 'atau', 'hari', 'telah', 'guna', 'captopril']"
about_Catopril,"['apa', 'yang', 'perlu', 'laku', 'jika', 'alami', 'efek', 'samping', 'yang', 'umum', 'akibat', 'guna', 'captopril']"
about_Catopril,"['apakah', 'ada', 'efek', 'samping', 'yang', 'biasa', 'tidak', 'perlu', 'khawatir', 'saat', 'guna', 'captopril']"
about_Catopril,"['apa', 'efek', 'samping', 'yang', 'umum', 'kait', 'dengan', 'sistem', 'organ', 'tentu', 'akibat', 'guna', 'captopril']"
about_Catopril,"['apakah', 'ada', 'efek', 'samping', 'yang', 'perlu', 'segera', 'lapor', 'atau', 'perlu', 'perhati', 'medis', 'saat', 'guna', 'captopril']"
about_Catopril,"['efek', 'samping', 'apa', 'yang', 'paling', 'sering', 'lapor', 'oleh', 'guna', 'captopril']"
about_Catopril,"['apa', 'saja', 'gejala', 'atau', 'tanda', 'efek', 'samping', 'yang', 'umum', 'jadi', 'akibat', 'guna', 'captopril']"
about_Catopril,"['apakah', 'efek', 'samping', 'yang', 'umum', 'jadi', 'beda', 'antara', 'individu', 'satu', 'dengan', 'yang', 'lain', 'pada', 'guna', 'captopril']"
about_Catopril,"['efek', 'samping', 'apa', 'yang', 'sering', 'muncul', 'pada', 'pasien', 'yang', 'guna', 'captopril']"
about_Catopril,"['apa', 'yang', 'perlu', 'tahu', 'tentang', 'intensitas', 'atau', 'parah', 'efek', 'samping', 'yang', 'umum', 'kait', 'dengan', 'captopril']"
about_Catopril,"['apakah', 'ada', 'efek', 'samping', 'yang', 'sering', 'lapor', 'pada', 'populasi', 'tentu', 'yang', 'guna', 'captopril']"
about_Catopril,"['efek', 'samping', 'apa', 'yang', 'sering', 'jadi', 'dalam', 'beberapa', 'minggu', 'atau', 'bulan', 'telah', 'guna', 'captopril']"
about_Catopril,"['apa', 'efek', 'samping', 'yang', 'sering', 'alami', 'pada', 'awal', 'guna', 'captopril']"
about_Catopril,"['bagaimana', 'cara', 'lapor', 'atau', 'kelola', 'efek', 'samping', 'yang', 'umum', 'jadi', 'akibat', 'guna', 'captopril']"
about_Amlodipine,"['apa', 'itu', 'amlodipine']"
about_Amlodipine,"['jelasin', 'kena', 'amlodipine']"
about_Amlodipine,"['amlodipine', 'itu', 'apa', 'ya']"
about_Amlodipine,"['aku', 'ngga', 'tau', 'nih', 'amlodipine', 'itu', 'apa', 'jelasin', 'dong']"
about_Amlodipine,"['tensibot', 'aku', 'mau', 'nanya', 'amlodipine', 'itu', 'apa']"
about_Amlodipine,"['aku', 'ken', 'tahu', 'nih', 'apa', 'itu', 'obat', 'amlodipine']"
about_Amlodipine,"['jelasin', 'dong', 'amlodipine', 'itu', 'apa']"
about_Amlodipine,"['ikan', 'jelas', 'kena', 'amlodipine']"
about_Amlodipine,"['turut', 'tensibot', 'amlodipine', 'itu', 'apasih']"
about_Amlodipine,"['amlodipine', 'itu', 'apa']"
about_Amlodipine,"['coba', 'tensibot', 'jelas', 'kena', 'amlodipine']"
about_Amlodipine,"['amlodipine', 'adalah']"
about_Amlodipine,"['gua', 'mau', 'tau', 'tentang', 'obat', 'amlodipine']"
about_Amlodipine,"['aku', 'tidak', 'tahu', 'apa', 'itu', 'amlodipine', 'coba', 'jelas']"
about_Amlodipine,"['masih', 'bingun', 'apa', 'itu', 'amlodipine']"
about_Amlodipine,"['apa', 'itu', 'amlodipine', 'dan', 'bagaimana', 'cara', 'kerja']"
about_Amlodipine,"['bisa', 'kamu', 'jelas', 'tentang', 'amlodipine', 'cara', 'detail']"
about_Amlodipine,"['apa', 'yang', 'maksud', 'dengan', 'amlodipine']"
about_Amlodipine,"['saya', 'tidak', 'tahu', 'apa', 'itu', 'amlodipine', 'bisa', 'kamu', 'jelas']"
about_Amlodipine,"['tensibot', 'tolong', 'jelas', 'apa', 'itu', 'amlodipine']"
about_Amlodipine,"['aku', 'ingin', 'tahu', 'apa', 'itu', 'obat', 'amlodipine']"
about_Amlodipine,"['bisa', 'kamu', 'beri', 'jelas', 'kena', 'amlodipine']"
about_Amlodipine,"['turut', 'dapat', 'apa', 'itu', 'amlodipine']"
about_Amlodipine,"['apa', 'definisi', 'amlodipine']"
about_Amlodipine,"['apa', 'yang', 'bisa', 'kamu', 'sampai', 'tentang', 'amlodipine']"
about_Amlodipine,"['coba', 'jelas', 'kena', 'amlodipine', 'tensibot']"
about_Amlodipine,"['amlodipine', 'adalah', 'obat', 'yang', 'guna', 'untuk', 'obat', 'apa']"
about_Amlodipine,"['saya', 'ingin', 'tahu', 'lebih', 'banyak', 'tentang', 'obat', 'amlodipine']"
about_Amlodipine,"['aku', 'tidak', 'tahu', 'apa', 'itu', 'amlodipine', 'bisa', 'kamu', 'beri', 'jelas']"
about_Amlodipine,"['masih', 'bingung', 'dengan', 'konsep', 'amlodipine', 'bisa', 'kamu', 'jelas']"
about_Amlodipine,"['apa', 'yang', 'perlu', 'tahu', 'tentang', 'amlodipine']"
about_Amlodipine,"['jelas', 'apa', 'itu', 'amlodipine', 'dan', 'bagaimana', 'cara', 'kerja']"
about_Amlodipine,"['amlodipine', 'itu', 'apa', 'dan', 'apa', 'manfaat']"
about_Amlodipine,"['apa', 'yang', 'bisa', 'kamu', 'sampai', 'tentang', 'amlodipine']"
about_Amlodipine,"['tolong', 'ikan', 'jelas', 'tentang', 'amlodipine']"
about_Amlodipine,"['apa', 'yang', 'bisa', 'kamu', 'kata', 'tentang', 'amlodipine']"
about_Amlodipine,"['jelas', 'kena', 'amlodipine', 'cara', 'detail']"
about_Amlodipine,"['apa', 'itu', 'amlodipine', 'dan', 'bagaimana', 'ia', 'kerja', 'dalam', 'tubuh']"
about_Amlodipine,"['apa', 'yang', 'bisa', 'kamu', 'cerita', 'tentang', 'amlodipine']"
about_Amlodipine,"['apa', 'itu', 'amlodipine', 'dan', 'apa', 'guna']"
about_Amlodipine,"['saya', 'ingin', 'tahu', 'definisi', 'amlodipine']"
about_Amlodipine,"['tensibot', 'apa', 'erti', 'amlodipine']"
about_Amlodipine,"['ikan', 'jelas', 'tentang', 'amlodipine', 'tolong']"
about_Amlodipine,"['apa', 'yang', 'bisa', 'kamu', 'sampai', 'tentang', 'obat', 'amlodipine']"
about_Amlodipine,"['saya', 'masih', 'bingung', 'dengan', 'amlodipine', 'bisa', 'jelas']"
about_Amlodipine,"['apa', 'itu', 'amlodipine', 'dan', 'bagaimana', 'cara', 'kerja']"
about_Amlodipine,"['jelas', 'tentang', 'amlodipine', 'cara', 'rinci', 'tolong']"
about_Amlodipine,"['amlodipine', 'itu', 'apa', 'dan', 'apa', 'manfaat']"
about_Amlodipine,"['apa', 'yang', 'bisa', 'kamu', 'sampai', 'tentang', 'amlodipine']"
about_Amlodipine,"['tolong', 'ikan', 'jelas', 'tentang', 'amlodipine']"
about_Amlodipine,"['apa', 'yang', 'bisa', 'kamu', 'cerita', 'tentang', 'amlodipine']"
about_Amlodipine,"['jelas', 'kena', 'amlodipine', 'cara', 'detail']"
about_Amlodipine,"['apa', 'itu', 'amlodipine', 'dan', 'bagaimana', 'ia', 'kerja', 'dalam', 'tubuh']"
about_Amlodipine,"['apa', 'yang', 'bisa', 'kamu', 'kata', 'tentang', 'amlodipine']"
about_Amlodipine,"['apa', 'itu', 'amlodipine', 'dan', 'apa', 'guna']"
about_Amlodipine,"['saya', 'ingin', 'tahu', 'definisi', 'amlodipine']"
about_Amlodipine,"['tensibot', 'apa', 'erti', 'amlodipine']"
about_Amlodipine,"['ikan', 'jelas', 'tentang', 'amlodipine', 'tolong']"
about_Amlodipine,"['apa', 'yang', 'bisa', 'kamu', 'sampai', 'tentang', 'obat', 'amlodipine']"
about_Amlodipine,"['saya', 'masih', 'bingung', 'dengan', 'amlodipine', 'bisa', 'jelas']"
about_Amlodipine,"['apa', 'yang', 'harus', 'tahu', 'tentang', 'amlodipine']"
about_Amlodipine,"['jelas', 'apa', 'itu', 'amlodipine', 'dan', 'cara', 'kerja']"
about_Amlodipine,"['amlodipine', 'itu', 'apa', 'dan', 'apa', 'manfaat']"
about_Amlodipine,"['apa', 'yang', 'bisa', 'kamu', 'sampai', 'tentang', 'amlodipine']"
about_Amlodipine,"['tolong', 'ikan', 'jelas', 'tentang', 'amlodipine']"
about_Amlodipine,"['apa', 'yang', 'bisa', 'kamu', 'cerita', 'tentang', 'amlodipine']"
about_Amlodipine,"['jelas', 'kena', 'amlodipine', 'cara', 'detail']"
about_Amlodipine,"['apa', 'itu', 'amlodipine', 'dan', 'bagaimana', 'ia', 'kerja', 'dalam', 'tubuh']"
about_Amlodipine,"['apa', 'yang', 'bisa', 'kamu', 'kata', 'tentang', 'amlodipine']"
about_Amlodipine,"['apa', 'itu', 'amlodipine', 'dan', 'apa', 'guna']"
about_Amlodipine,"['saya', 'ingin', 'tahu', 'definisi', 'amlodipine']"
about_Amlodipine,"['tensibot', 'apa', 'erti', 'amlodipine']"
about_Amlodipine,"['ikan', 'jelas', 'tentang', 'amlodipine', 'tolong']"
about_Amlodipine,"['apa', 'yang', 'bisa', 'kamu', 'sampai', 'tentang', 'obat', 'amlodipine']"
about_Amlodipine,"['saya', 'masih', 'bingung', 'dengan', 'amlodipine', 'bisa', 'jelas']"
about_Amlodipine,"['apa', 'itu', 'amlodipine', 'dan', 'bagaimana', 'cara', 'kerja']"
about_Amlodipine,"['jelas', 'tentang', 'amlodipine', 'cara', 'rinci', 'tolong']"
about_Amlodipine,"['amlodipine', 'itu', 'apa', 'dan', 'apa', 'manfaat']"
about_Amlodipine,"['apa', 'yang', 'bisa', 'kamu', 'sampai', 'tentang', 'amlodipine']"
about_Amlodipine,"['tolong', 'ikan', 'jelas', 'tentang', 'amlodipine']"
about_Amlodipine,"['apa', 'yang', 'bisa', 'kamu', 'cerita', 'tentang', 'amlodipine']"
about_Amlodipine,"['jelas', 'kena', 'amlodipine', 'cara', 'detail']"
about_Amlodipine,"['apa', 'itu', 'amlodipine', 'dan', 'bagaimana', 'ia', 'kerja', 'dalam', 'tubuh']"
about_Amlodipine,"['apa', 'yang', 'bisa', 'kamu', 'kata', 'tentang', 'amlodipine']"
about_Amlodipine,"['apa', 'itu', 'amlodipine', 'dan', 'apa', 'guna']"
about_Amlodipine,"['yang', 'harus', 'laku', 'belum', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['belum', 'minum', 'obat', 'amlodipine']"
about_Amlodipine,"['giat', 'yang', 'laku', 'belum', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['aktifitas', 'yang', 'laku', 'belum', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['giat', 'yang', 'hindar', 'belum', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['ikan', 'jelas', 'kena', 'pantang', 'yang', 'ada', 'saat', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['pantang', 'saat', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['yang', 'harus', 'hindar', 'saat', 'ingin', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['yang', 'tidak', 'boleh', 'laku', 'belum', 'minum', 'amlodipine']"
about_Amlodipine,"['kamu', 'tau', 'ngga', 'pantang', 'belum', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['apa', 'ya', 'yang', 'harus', 'hindar', 'saat', 'ingin', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['bingung', 'apa', 'ya', 'yang', 'harus', 'hindar', 'belum', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['tensibot', 'coba', 'sebutin', 'pantang', 'saat', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['sebutin', 'dong', 'yang', 'harus', 'hindar', 'saat', 'ingin', 'minum', 'obat', 'amlodipine']"
about_Amlodipine,"['apa', 'yang', 'perlu', 'laku', 'belum', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['belum', 'minum', 'obat', 'amlodipine', 'apa', 'yang', 'harus', 'laku']"
about_Amlodipine,"['aktivitas', 'apa', 'yang', 'perlu', 'laku', 'belum', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['apa', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['giat', 'apa', 'yang', 'baik', 'laku', 'belum', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['jelas', 'larang', 'atau', 'pantang', 'yang', 'harus', 'ikut', 'saat', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['apa', 'saja', 'pantang', 'yang', 'perlu', 'ikut', 'ketika', 'guna', 'amlodipine']"
about_Amlodipine,"['sebut', 'larang', 'yang', 'harus', 'hindar', 'saat', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['apa', 'yang', 'tidak', 'boleh', 'laku', 'belum', 'minum', 'amlodipine']"
about_Amlodipine,"['apakah', 'kamu', 'tahu', 'pantanganpantangan', 'saat', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['ada', 'yang', 'harus', 'hindar', 'saat', 'ingin', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['saya', 'bingung', 'apa', 'yang', 'baik', 'hindar', 'belum', 'guna', 'amlodipine']"
about_Amlodipine,"['tensibot', 'tolong', 'sebut', 'pantanganpantangan', 'saat', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['apa', 'yang', 'perlu', 'hindar', 'saat', 'ingin', 'minum', 'obat', 'amlodipine']"
about_Amlodipine,"['apakah', 'ada', 'larang', 'yang', 'harus', 'perhati', 'belum', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['sebut', 'tindak', 'yang', 'baik', 'ambil', 'belum', 'guna', 'amlodipine']"
about_Amlodipine,"['apa', 'saja', 'yang', 'harus', 'perhati', 'belum', 'minum', 'obat', 'amlodipine']"
about_Amlodipine,"['aktivitas', 'apa', 'yang', 'harus', 'hindar', 'belum', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['pantang', 'apa', 'yang', 'perlu', 'ikut', 'saat', 'guna', 'amlodipine']"
about_Amlodipine,"['saya', 'belum', 'tahu', 'apa', 'yang', 'harus', 'hindar', 'saat', 'ingin', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['apakah', 'kamu', 'tahu', 'pantanganpantangan', 'belum', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['apa', 'yang', 'perlu', 'hindar', 'belum', 'guna', 'amlodipine']"
about_Amlodipine,"['tolong', 'sebut', 'pantanganpantangan', 'saat', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['ada', 'yang', 'tidak', 'boleh', 'laku', 'belum', 'minum', 'amlodipine']"
about_Amlodipine,"['apakah', 'kamu', 'tahu', 'pantang', 'yang', 'harus', 'ikut', 'belum', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['apa', 'yang', 'harus', 'hindar', 'belum', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['sebut', 'pantang', 'yang', 'perlu', 'perhati', 'saat', 'guna', 'amlodipine']"
about_Amlodipine,"['saya', 'bingung', 'apa', 'yang', 'tidak', 'boleh', 'laku', 'belum', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['tensibot', 'ikan', 'jelas', 'kena', 'tindak', 'yang', 'baik', 'hindar', 'saat', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['apakah', 'ada', 'pantang', 'yang', 'harus', 'perhati', 'belum', 'guna', 'amlodipine']"
about_Amlodipine,"['apa', 'yang', 'harus', 'laku', 'belum', 'minum', 'obat', 'amlodipine']"
about_Amlodipine,"['belum', 'konsumsi', 'amlodipine', 'apa', 'yang', 'baik', 'laku']"
about_Amlodipine,"['giat', 'apa', 'yang', 'harus', 'laku', 'belum', 'guna', 'amlodipine']"
about_Amlodipine,"['aktivitas', 'apa', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['jelas', 'pantang', 'yang', 'harus', 'patuh', 'saat', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['apa', 'pantang', 'yang', 'harus', 'ikut', 'saat', 'guna', 'amlodipine']"
about_Amlodipine,"['sebut', 'larang', 'yang', 'harus', 'hindar', 'saat', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['apa', 'yang', 'tidak', 'boleh', 'laku', 'belum', 'minum', 'amlodipine']"
about_Amlodipine,"['apakah', 'kamu', 'tahu', 'pantanganpantangan', 'saat', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['ada', 'yang', 'harus', 'hindar', 'saat', 'ingin', 'guna', 'amlodipine']"
about_Amlodipine,"['apa', 'yang', 'harus', 'hindar', 'belum', 'guna', 'amlodipine']"
about_Amlodipine,"['saya', 'bingung', 'apa', 'yang', 'baik', 'hindar', 'belum', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['tensibot', 'tolong', 'sebut', 'pantanganpantangan', 'saat', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['apa', 'yang', 'perlu', 'hindar', 'saat', 'ingin', 'minum', 'obat', 'amlodipine']"
about_Amlodipine,"['apakah', 'ada', 'larang', 'yang', 'perlu', 'perhati', 'belum', 'guna', 'amlodipine']"
about_Amlodipine,"['jelas', 'apa', 'yang', 'perlu', 'laku', 'belum', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['belum', 'minum', 'amlodipine', 'ada', 'tindak', 'yang', 'harus', 'laku']"
about_Amlodipine,"['giat', 'apa', 'yang', 'baik', 'laku', 'belum', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['apa', 'yang', 'harus', 'laku', 'belum', 'guna', 'amlodipine']"
about_Amlodipine,"['aktivitas', 'apa', 'yang', 'perlu', 'laku', 'belum', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['ikan', 'jelas', 'tentang', 'pantang', 'yang', 'perlu', 'patuh', 'saat', 'guna', 'amlodipine']"
about_Amlodipine,"['apa', 'saja', 'pantang', 'yang', 'harus', 'perhati', 'saat', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['sebut', 'tindak', 'yang', 'harus', 'hindar', 'saat', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['apa', 'yang', 'tidak', 'boleh', 'laku', 'belum', 'minum', 'amlodipine']"
about_Amlodipine,"['apakah', 'kamu', 'tahu', 'pantanganpantangan', 'belum', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['ada', 'yang', 'harus', 'hindar', 'saat', 'ingin', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['apa', 'yang', 'harus', 'hindar', 'belum', 'guna', 'amlodipine']"
about_Amlodipine,"['saya', 'bingung', 'apa', 'yang', 'baik', 'hindar', 'belum', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['tensibot', 'sebut', 'pantang', 'saat', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['sebut', 'tindak', 'yang', 'baik', 'ambil', 'belum', 'guna', 'amlodipine']"
about_Amlodipine,"['belum', 'minum', 'obat', 'amlodipine', 'apa', 'yang', 'harus', 'laku']"
about_Amlodipine,"['giat', 'apa', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['aktivitas', 'apa', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['apa', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['sebut', 'pantang', 'yang', 'harus', 'patuh', 'saat', 'guna', 'amlodipine']"
about_Amlodipine,"['apa', 'saja', 'pantang', 'yang', 'perlu', 'perhati', 'saat', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['sebut', 'tindak', 'yang', 'harus', 'hindar', 'saat', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['apa', 'yang', 'tidak', 'boleh', 'laku', 'belum', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['apakah', 'kamu', 'tahu', 'pantanganpantangan', 'saat', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['sebutin', 'dong', 'efek', 'dari', 'amlodipine']"
about_Amlodipine,"['efek', 'samping', 'dari', 'amlodipine', 'apa', 'ya']"
about_Amlodipine,"['sebut', 'indikasi', 'dari', 'guna', 'amlodipine']"
about_Amlodipine,"['efek', 'sampingdari', 'obat', 'amlodipine', 'sih']"
about_Amlodipine,"['belum', 'tahu', 'efek', 'samping', 'dari', 'amlodipine']"
about_Amlodipine,"['kamu', 'tau', 'ngga', 'efek', 'sampin', 'dari', 'amlodipine']"
about_Amlodipine,"['aku', 'bingung', 'apa', 'efek', 'samping', 'dari', 'amlodipine']"
about_Amlodipine,"['tensibot', 'sebutin', 'dong', 'apa', 'efek', 'samping', 'dari', 'amlodipine']"
about_Amlodipine,"['aku', 'ngga', 'tau', 'nih', 'apa', 'efek', 'samping', 'dari', 'amlodipine']"
about_Amlodipine,"['lo', 'tau', 'ngga', 'efek', 'samping', 'amlodipine']"
about_Amlodipine,"['coba', 'sebutin', 'dong', 'efek', 'dari', 'amlodipine']"
about_Amlodipine,"['efek', 'samping', 'yang', 'umum', 'jadi', 'telah', 'konsumsi', 'amlodipine', 'apa', 'yaa']"
about_Amlodipine,"['aku', 'ngga', 'tahu', 'banget', 'nih', 'efek', 'samping']"
about_Amlodipine,"['efek', 'dari', 'amlodipine']"
about_Amlodipine,"['efek', 'samping', 'amlodipine']"
about_Amlodipine,"['sebut', 'efek', 'yang', 'mungkin', 'timbul', 'akibat', 'guna', 'amlodipine']"
about_Amlodipine,"['apakah', 'kamu', 'bisa', 'jelas', 'efek', 'samping', 'dari', 'amlodipine']"
about_Amlodipine,"['apa', 'saja', 'indikasi', 'guna', 'amlodipine']"
about_Amlodipine,"['efek', 'samping', 'apa', 'yang', 'biasa', 'muncul', 'telah', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['saya', 'belum', 'tahu', 'efek', 'samping', 'yang', 'dapat', 'jadi', 'akibat', 'guna', 'amlodipine']"
about_Amlodipine,"['dapat', 'anda', 'memberitahu', 'saya', 'tentang', 'efek', 'samping', 'dari', 'amlodipine']"
about_Amlodipine,"['saya', 'bingung', 'apa', 'efek', 'samping', 'yang', 'mungkin', 'jadi', 'telah', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['tensibot', 'tolong', 'sebut', 'apa', 'saja', 'efek', 'samping', 'dari', 'amlodipine']"
about_Amlodipine,"['saya', 'tidak', 'tahu', 'apa', 'efek', 'samping', 'dari', 'guna', 'amlodipine']"
about_Amlodipine,"['apakah', 'kamu', 'tahu', 'efek', 'samping', 'amlodipine']"
about_Amlodipine,"['mohon', 'sebut', 'efek', 'yang', 'timbul', 'oleh', 'amlodipine']"
about_Amlodipine,"['apa', 'efek', 'samping', 'yang', 'umum', 'jadi', 'telah', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['saya', 'benarbenar', 'tidak', 'tahu', 'efek', 'samping']"
about_Amlodipine,"['bagaimana', 'efek', 'dari', 'guna', 'amlodipine']"
about_Amlodipine,"['apakah', 'ada', 'efek', 'samping', 'yang', 'perlu', 'waspada', 'saat', 'guna', 'amlodipine']"
about_Amlodipine,"['efek', 'samping', 'yang', 'mungkin', 'jadi', 'akibat', 'guna', 'amlodipine', 'adalah', 'apa']"
about_Amlodipine,"['mohon', 'beritahu', 'saya', 'kena', 'efek', 'samping', 'dari', 'amlodipine']"
about_Amlodipine,"['apa', 'efek', 'yang', 'timbul', 'telah', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['bagaimana', 'dengan', 'efek', 'samping', 'amlodipine']"
about_Amlodipine,"['saya', 'tidak', 'milik', 'tahu', 'tentang', 'efek', 'samping', 'amlodipine']"
about_Amlodipine,"['apakah', 'kamu', 'tahu', 'efek', 'samping', 'amlodipine']"
about_Amlodipine,"['efek', 'apa', 'yang', 'bisa', 'timbul', 'oleh', 'amlodipine']"
about_Amlodipine,"['sebut', 'efek', 'samping', 'yang', 'mungkin', 'jadi', 'telah', 'guna', 'amlodipine']"
about_Amlodipine,"['aku', 'belum', 'tahu', 'apa', 'efek', 'samping', 'dari', 'amlodipine']"
about_Amlodipine,"['apakah', 'efek', 'samping', 'amlodipine', 'tahu', 'oleh']"
about_Amlodipine,"['tolong', 'sebut', 'efek', 'yang', 'hasil', 'oleh', 'amlodipine']"
about_Amlodipine,"['efek', 'yang', 'umum', 'jadi', 'telah', 'guna', 'amlodipine', 'adalah', 'apa']"
about_Amlodipine,"['aku', 'sangat', 'tidak', 'tahu', 'efek', 'samping']"
about_Amlodipine,"['efek', 'apa', 'yang', 'timbul', 'oleh', 'amlodipine']"
about_Amlodipine,"['efek', 'samping', 'apa', 'yang', 'mungkin', 'muncul', 'akibat', 'guna', 'amlodipine']"
about_Amlodipine,"['apa', 'efek', 'samping', 'yang', 'biasa', 'jadi', 'telah', 'guna', 'amlodipine']"
about_Amlodipine,"['aku', 'butuh', 'informasi', 'tentang', 'efek', 'dari', 'amlodipine']"
about_Amlodipine,"['efek', 'samping', 'apa', 'yang', 'bisa', 'jadi', 'akibat', 'guna', 'amlodipine']"
about_Amlodipine,"['saya', 'tidak', 'milik', 'pengetah', 'tentang', 'amlodipine']"
about_Amlodipine,"['efek', 'samping', 'apa', 'yang', 'bisa', 'jadi', 'akibat', 'guna', 'amlodipine']"
about_Amlodipine,"['saya', 'tidak', 'milik', 'tahu', 'kena', 'efek', 'samping', 'amlodipine']"
about_Amlodipine,"['apakah', 'kamu', 'bisa', 'memberitahu', 'saya', 'efek', 'samping', 'dari', 'amlodipine']"
about_Amlodipine,"['efek', 'apa', 'yang', 'muncul', 'telah', 'konsumsi', 'amlodipine']"
